"c_object_ID","NRI","JSG","NZA","ROZ","TZG","NWN","KRG","OPT"
"1002","P.1607.1994.116","","","","","","1468",""
"1003","P.1607.1994.117","","","","","","1469",""
"1004","P.1607.1994.166","","","","","","1470",""
"1005","P.1607.1994.167","","","","","","1471",""
"1006","P.1607.1994.168","","","","","","1472",""
"1007","P.1607.1995.110","","","","","","1473",""
"1008","P.1607.1995.111","","","","","","1474",""
"1009","P.1607.1995.112","","","","","","1475",""
"1010","P.1607.1995.172","","","","","","1476",""
"1011","P.1607.1995.173","","","","","","1477",""
"1012","P.1607.1995.174","","","","","","1478",""
"1013","P.1607.1995.175","","","","","","1479",""
"1014","P.1607.1996.111","","","","","","1480",""
"1015","P.1607.1996.112","","","","","","1481",""
"1016","P.1607.1996.139","","","","","","1482",""
"1017","P.1607.1997.106","","","","","","1483",""
"1018","P.1607.1997.107","","","","","","1484",""
"1019","P.1607.1997.108","","","","","","1485",""
"1020","P.1607.1997.155","","","","","","1486",""
"1021","P.1607.1997.156","","","","","","1487",""
"1022","P.1607.1997.157","","","","","","1488",""
"1023","P.1607.1998.112","","","","","","1489",""
"1024","P.1607.1998.152","","","","","","1490",""
"1025","P.1607.1998.153","","","","","","1491",""
"1026","P.1607.1999.116","","","","","","1492",""
"1027","P.1607.1999.169","","","","","","1493",""
"1028","P.1607.1999.170","","","","","","1494",""
"1029","P.1607.1999.171","","","","","","1495",""
"1030","P.1607.1999.172","","","","","","1496",""
"1031","P.1607.1999.173","","","","","","1497",""
"1032","P.1607.2000.308","","","","","","1498",""
"1033","P.1607.2000.309","","","","","","1499",""
"1034","P.1607.2000.310","","","","","","1500",""
"1035","P.1607.2000.311","","","","","","1501",""
"1036","P.1607.2000.312","","","","","","1502",""
"1037","P.1607.2000.386","","","","","","1503",""
"1038","P.1607.2001.289","","","","","","1504",""
"1039","P.1607.2001.290","","","","","","1505",""
"1040","P.1607.2001.291","","","","","","1506",""
"1041","P.1607.2001.292","","","","","","1507",""
"1042","P.1607.2001.293","","","","","","1508",""
"1043","P.1607.2001.294","","","","","","1509",""
"1044","P.1607.2001.295","","","","","","528",""
"1045","P.1607.2001.296","","","","","","1510",""
"1046","P.1607.2001.297","","","","","","1511",""
"1047","P.1607.2002.224","","","","","","1512",""
"1048","P.1607.2002.225","","","","","","1513",""
"1049","P.1607.2002.273","","","","","","1514",""
"1050","P.1607.2002.274","","","","","","1515",""
"1051","P.1607.2002.275","","","","","","1516",""
"1052","P.1607.2002.276","","","","","","1517",""
"1053","P.1607.2003.224","","","","","","1518",""
"1054","P.1607.2003.225","","","","","","1519",""
"1055","P.1607.2003.226","","","","","","1520",""
"1056","P.1607.2003.227","","","","","","1521",""
"1057","P.1607.2004.233","","","","","","1522",""
"1058","P.1607.2004.279","","","","","","1523",""
"1059","P.1607.2004.280","","","","","","1524",""
"1060","P.1607.2005.243","","","","","","1525",""
"1061","P.1607.2005.287","","","","","","1526",""
"1062","P.1607.2006.269","","","","","","1527",""
"1063","P.1607.2006.332","","","","","","1528",""
"1064","P.1607.2006.333","","","","","","1529",""
"1065","P.1607.2007.325","","","","","","1530",""
"1066","P.1607.2007.326","","","","","","1531",""
"1067","P.1607.2008.447","","","","","","1532",""
"1068","P.1607.2008.448","","","","","","1533",""
"1069","P.1607.2008.449","","","","","","1534",""
"1070","P.1607.2008.450","","","","","","1535",""
"1071","P.1607.2008.470","","","","","","1536",""
"1072","P.1607.2009.394","","","","","","1537",""
"1073","P.1607.2009.395","","","","","","1538",""
"1074","P.1607.2010.368","","","","","","1539",""
"1075","P.1607.1960.25","","","","","","1540",""
"1076","P.1607.1963.43","","","","","","1541",""
"1077","P.1607.1964.39","","","","","","1542",""
"1078","P.1607.1965.45","","","","","","1543",""
"1079","P.1607.1966.53","","","","","","1544",""
"1080","P.1607.1966.54","","","","","","1545",""
"1081","P.1607.1966.55","","","","","","1546",""
"1082","P.1607.1967.28","","","","","","1547",""
"1083","P.1607.1968.28","","","","","","1548",""
"1084","P.1607.1968.29","","","","","","1549",""
"1085","P.1607.1968.30","","","","","","1550",""
"1086","P.1607.1968.31","","","","","","1551",""
"1087","P.1607.1969.24","","","","","","1552",""
"1088","P.1607.1969.25","","","","","","1553",""
"1089","P.1607.1969.26","","","","","","1554",""
"1090","P.1607.1970.34","","","","","","1555",""
"1091","P.1607.1970.35","","","","","","1556",""
"1092","P.1607.1971.52","","","","","","1557",""
"1093","P.1607.1971.53","","","","","","1558",""
"1094","P.1607.1971.54","","","","","","1559",""
"1095","P.1607.1971.55","","","","","","1560",""
"1096","P.1607.1972.57","","","","","","1561",""
"1097","P.1607.1972.58","","","","","","1562",""
"1098","P.1607.1972.59","","","","","","1563",""
"1099","P.1607.1972.60","","","","","","1564",""
"1100","P.1607.1972.61","","","","","","1565",""
"1101","P.1607.1973.68","","","","","","1566",""
"1102","P.1607.1973.69","","","","","","1567",""
"1103","P.1607.1974.65","","","","","","1568",""
"1104","P.1607.1974.66","","","","","","1569",""
"1105","P.1607.1976.45","","","","","","1570",""
"1106","P.1607.1976.46","","","","","","1571",""
"1107","P.1607.1976.47","","","","","","1572",""
"1108","P.1607.1976.48","","","","","","1573",""
"1109","P.1607.1977.55","","","","","","1574",""
"1110","P.1607.1978.52","","","","","","1575",""
"1111","P.1607.1978.53","","","","","","1576",""
"1112","P.1607.1978.54","","","","","","1577",""
"1113","P.1607.1979.63","","","","","","1578",""
"1114","P.1607.1979.64","","","","","","1579",""
"1115","P.1607.1979.65","","","","","","914",""
"1116","P.1607.1979.66","","","","","","1580",""
"1117","P.1607.1979.67","","","","","","1581",""
"1118","P.1607.1980.51","","","","","","1582",""
"1119","P.1607.1980.52","","","","","","1583",""
"1120","P.1607.1980.53","","","","","","1584",""
"1121","P.1607.1980.54","","","","","","1585",""
"1122","P.1607.1980.55","","","","","","1586",""
"1123","P.1607.1980.69","","","","","","1587",""
"1124","P.1607.1981.72","","","","","","1588",""
"1125","P.1607.1981.73","","","","","","1589",""
"1126","P.1607.1981.74","","","","","","1590",""
"1127","P.1607.1981.75","","","","","","1591",""
"1128","P.1607.1982.95","","","","","","1592",""
"1129","P.1607.1982.96","","","","","","1593",""
"1130","P.1607.1982.97","","","","","","1594",""
"1131","P.1607.1982.125","","","","","","1595",""
"1132","P.1607.1983.77","","","","","","1596",""
"1133","P.1607.1984.114","","","","","","1597",""
"1134","P.1607.1984.115","","","","","","1598",""
"1135","P.1607.1984.116","","","","","","1599",""
"1136","P.1607.1984.117","","","","","","1600",""
"1137","P.1607.1984.118","","","","","","1601",""
"1138","P.1607.1985.91","","","","","","1602",""
"1139","P.1607.1985.92","","","","","","1603",""
"1140","P.1607.1985.124","","","","","","1604",""
"1141","P.1607.1986.67","","","","","","1605",""
"1142","P.1607.1986.68","","","","","","1606",""
"1143","P.1607.1986.69","","","","","","1607",""
"1144","P.1607.1986.70","","","","","","1608",""
"1145","P.1607.1986.71","","","","","","1609",""
"1146","P.1607.1987.67","","","","","","1610",""
"1147","P.1607.1987.68","","","","","","1611",""
"1148","P.1607.1987.69","","","","","","1612",""
"1149","P.1607.1988.103","","","","","","1613",""
"1150","P.1607.1988.128","","","","","","1614",""
"1151","P.1607.1989.67","","","","","","1615",""
"1152","P.1607.1990.62","","","","","","1616",""
"1153","P.1607.1990.63","","","","","","1617",""
"1154","P.1607.1990.84","","","","","","1618",""
"1155","P.1607.1991.72","","","","","","1619",""
"1156","P.1607.1991.73","","","","","","1620",""
"1157","P.1607.1991.74","","","","","","1621",""
"1158","P.1607.1991.75","","","","","","1622",""
"1159","P.1607.1991.76","","","","","","1623",""
"1160","P.1607.1991.102","","","","","","1624",""
"1161","P.1607.1991.103","","","","","","1625",""
"1162","P.1607.1992.105","","","","","","1626",""
"1163","P.1607.1992.106","","","","","","1627",""
"1164","P.1607.1992.107","","","","","","1628",""
"1165","P.1607.1992.108","","","","","","1629",""
"1166","P.1607.1993.103","","","","","","1630",""
"1167","P.1607.1993.104","","","","","","1631",""
"1168","P.1607.1993.105","","","","","","1632",""
"1169","P.1607.1993.126","","","","","","1633",""
"1170","P.1607.1994.118","","","","","","1634",""
"1171","P.1607.1994.119","","","","","","1635",""
"1172","P.1607.1994.120","","","","","","1636",""
"1173","P.1607.1994.169","","","","","","1637",""
"1174","P.1607.1995.113","","","","","","1638",""
"1175","P.1607.1995.114","","","","","","1639",""
"1176","P.1607.1995.115","","","","","","1640",""
"1177","P.1607.1995.116","","","","","","1641",""
"1178","P.1607.1995.176","","","","","","1642",""
"1179","P.1607.1995.177","","","","","","1643",""
"1180","P.1607.1995.178","","","","","","1644",""
"1181","P.1607.1995.179","","","","","","1645",""
"1182","P.1607.1995.220","","","","","","1646",""
"1183","P.1607.1995.221","","","","","","1647",""
"1184","P.1607.1996.140","","","","","","1648",""
"1185","P.1607.1996.141","","","","","","1649",""
"1186","P.1607.1996.142","","","","","","1650",""
"1187","P.1607.1996.143","","","","","","1651",""
"1188","P.1607.1997.109","","","","","","1652",""
"1189","P.1607.1997.158","","","","","","1653",""
"1190","P.1607.1997.159","","","","","","1654",""
"1191","P.1607.1997.160","","","","","","1655",""
"1192","P.1607.1998.113","","","","","","1656",""
"1193","P.1607.1998.114","","","","","","1657",""
"1194","P.1607.1998.154","","","","","","1658",""
"1195","P.1607.1998.155","","","","","","1659",""
"1196","P.1607.1998.156","","","","","","1660",""
"1197","P.1607.1998.157","","","","","","1661",""
"1198","P.1607.1999.117","","","","","","1662",""
"1199","P.1607.1999.118","","","","","","1663",""
"1200","P.1607.1999.119","","","","","","1664",""
"1201","P.1607.1999.120","","","","","","1665",""
"1202","P.1607.1999.121","","","","","","1666",""
"1203","P.1607.1999.174","","","","","","1667",""
"1204","P.1607.1999.228","","","","","","1668",""
"1205","P.1607.2000.313","","","","","","1669",""
"1206","P.1607.2000.314","","","","","","1670",""
"1207","P.1607.2000.315","","","","","","1671",""
"1208","P.1607.2000.316","","","","","","1672",""
"1209","P.1607.2001.230","","","","","","1673",""
"1210","P.1607.2001.231","","","","","","1674",""
"1211","P.1607.2001.232","","","","","","1675",""
"1212","P.1607.2001.233","","","","","","1676",""
"1213","P.1607.2001.234","","","","","","1677",""
"1214","P.1607.2001.235","","","","","","1678",""
"1215","P.1607.2001.236","","","","","","1679",""
"1216","P.1607.2001.298","","","","","","1680",""
"1217","P.1607.2001.299","","","","","","1681",""
"1218","P.1607.2001.300","","","","","","1682",""
"1219","P.1607.2001.301","","","","","","1683",""
"1220","P.1607.2002.277","","","","","","1684",""
"1221","P.1607.2002.278","","","","","","1685",""
"1222","P.1607.2002.342","","","","","","1686",""
"1223","P.1607.2002.343","","","","","","1687",""
"1224","P.1607.2003.168","","","","","","1688",""
"1225","P.1607.2003.169","","","","","","1689",""
"1226","P.1607.2003.228","","","","","","1690",""
"1227","P.1607.2004.234","","","","","","1691",""
"1228","P.1607.2004.235","","","","","","1692",""
"1229","P.1607.2004.281","","","","","","1693",""
"1230","P.1607.2004.282","","","","","","1694",""
"1231","P.1607.2005.244","","","","","","1695",""
"1232","P.1607.2005.245","","","","","","1696",""
"1233","P.1607.2005.246","","","","","","1697",""
"1234","P.1607.2006.270","","","","","","833",""
"1235","P.1607.2006.271","","","","","","1698",""
"1236","P.1607.2006.334","","","","","","1699",""
"1237","P.1607.2006.335","","","","","","1700",""
"1238","P.1607.2006.336","","","","","","1701",""
"1239","P.1607.2007.327","","","","","","1702",""
"1240","P.1607.2007.348","","","","","","1703",""
"1241","P.1607.2008.436","","","","","","1704",""
"1242","P.1607.2008.437","","","","","","1705",""
"1243","P.1607.2008.451","","","","","","1706",""
"1244","P.1607.2014.1993","","","","","","1707",""
"1245","P.1607.1959.5","","","","","","1708",""
"1246","P.1607.1960.26","","","","","","1709",""
"1247","P.1607.1960.27","","","","","","1710",""
"1248","P.1607.1961.21","","","","","","1711",""
"1249","P.1607.1963.44","","","","","","1712",""
"1250","P.1607.1963.45","","","","","","1713",""
"1251","P.1607.1963.46","","","","","","1714",""
"1252","P.1607.1963.47","","","","","","1715",""
"1253","P.1607.1963.48","","","","","","1716",""
"1254","P.1607.1963.49","","","","","","1717",""
"1255","P.1607.1963.50","","","","","","1718",""
"1256","P.1607.1964.40","","","","","","1719",""
"1257","P.1607.1964.41","","","","","","1720",""
"1258","P.1607.1965.46","","","","","","1721",""
"1259","P.1607.1965.47","","","","","","1722",""
"1260","P.1607.1965.48","","","","","","1723",""
"1261","P.1607.1965.49","","","","","","1724",""
"1262","P.1607.1965.50","","","","","","1725",""
"1263","P.1607.1965.51","","","","","","1726",""
"1264","P.1607.1966.56","","","","","","1727",""
"1265","P.1607.1966.57","","","","","","1728",""
"1266","P.1607.1966.58","","","","","","1729",""
"1267","P.1607.1967.29","","","","","","1730",""
"1268","P.1607.1967.30","","","","","","1731",""
"1269","P.1607.1967.31","","","","","","1732",""
"1270","P.1607.1967.32","","","","","","1733",""
"1271","P.1607.1967.33","","","","","","1734",""
"1272","P.1607.1968.32","","","","","","1735",""
"1273","P.1607.1968.33","","","","","","1736",""
"1274","P.1607.1968.34","","","","","","1737",""
"1275","P.1607.1969.27","","","","","","1738",""
"1276","P.1607.1969.28","","","","","","1739",""
"1277","P.1607.1970.36","","","","","","1740",""
"1278","P.1607.1970.37","","","","","","1741",""
"1279","P.1607.1970.38","","","","","","1742",""
"1280","P.1607.1970.39","","","","","","1743",""
"1281","P.1607.1970.40","","","","","","1744",""
"1282","P.1607.1970.41","","","","","","1745",""
"1283","P.1607.1971.56","","","","","","1746",""
"1284","P.1607.1971.57","","","","","","1747",""
"1285","P.1607.1971.58","","","","","","1748",""
"1286","P.1607.1971.59","","","","","","1749",""
"1287","P.1607.1971.60","","","","","","1750",""
"1288","P.1607.1971.61","","","","","","1751",""
"1289","P.1607.1971.62","","","","","","1752",""
"1290","P.1607.1972.62","","","","","","1753",""
"1291","P.1607.1972.63","","","","","","1754",""
"1292","P.1607.1972.64","","","","","","1755",""
"1293","P.1607.1972.65","","","","","","1756",""
"1294","P.1607.1973.70","","","","","","1757",""
"1295","P.1607.1973.71","","","","","","1758",""
"1296","P.1607.1973.72","","","","","","1759",""
"1297","P.1607.1973.73","","","","","","1760",""
"1298","P.1607.1973.74","","","","","","1761",""
"1299","P.1607.1974.67","","","","","","1762",""
"1300","P.1607.1974.68","","","","","","1763",""
"1301","P.1607.1974.69","","","","","","1764",""
"1302","P.1607.1974.70","","","","","","1765",""
"1303","P.1607.1974.71","","","","","","1766",""
"1304","P.1607.1974.72","","","","","","1767",""
"1305","P.1607.1974.73","","","","","","1768",""
"1306","P.1607.1974.74","","","","","","1769",""
"1307","P.1607.1975.61","","","","","","1770",""
"1308","P.1607.1975.62","","","","","","1771",""
"1309","P.1607.1976.49","","","","","","1772",""
"1310","P.1607.1976.50","","","","","","1773",""
"1311","P.1607.1976.51","","","","","","1774",""
"1312","P.1607.1976.52","","","","","","1775",""
"1313","P.1607.1976.53","","","","","","1776",""
"1314","P.1607.1976.54","","","","","","1777",""
"1315","P.1607.1977.56","","","","","","1778",""
"1316","P.1607.1977.57","","","","","","1779",""
"1317","P.1607.1977.58","","","","","","1780",""
"1318","P.1607.1977.59","","","","","","1781",""
"1319","P.1607.1977.60","","","","","","1782",""
"1320","P.1607.1977.61","","","","","","1783",""
"1321","P.1607.1978.55","","","","","","1784",""
"1322","P.1607.1978.56","","","","","","1785",""
"1323","P.1607.1978.57","","","","","","1786",""
"1324","P.1607.1978.58","","","","","","1787",""
"1325","P.1607.1978.59","","","","","","1788",""
"1326","P.1607.1978.60","","","","","","1789",""
"1327","P.1607.1978.61","","","","","","1790",""
"1328","P.1607.1979.68","","","","","","1791",""
"1329","P.1607.1980.56","","","","","","1792",""
"1330","P.1607.1980.57","","","","","","1793",""
"1331","P.1607.1980.58","","","","","","1794",""
"1332","P.1607.1980.70","","","","","","1795",""
"1333","P.1607.1980.71","","","","","","1796",""
"1334","P.1607.1980.72","","","","","","1797",""
"1335","P.1607.1980.73","","","","","","1798",""
"1336","P.1607.1981.76","","","","","","1799",""
"1337","P.1607.1981.77","","","","","","1800",""
"1338","P.1607.1981.78","","","","","","1801",""
"1339","P.1607.1981.79","","","","","","1802",""
"1340","P.1607.1981.80","","","","","","1803",""
"1341","P.1607.1981.81","","","","","","1804",""
"1342","P.1607.1981.82","","","","","","1805",""
"1343","P.1607.1981.107","","","","","","1806",""
"1344","P.1607.1981.108","","","","","","1807",""
"1345","P.1607.1981.109","","","","","","1808",""
"1346","P.1607.1982.98","","","","","","1809",""
"1347","P.1607.1982.99","","","","","","1810",""
"1348","P.1607.1982.100","","","","","","1811",""
"1349","P.1607.1982.101","","","","","","1812",""
"1350","P.1607.1982.102","","","","","","1813",""
"1351","P.1607.1982.103","","","","","","1814",""
"1352","P.1607.1982.126","","","","","","1815",""
"1353","P.1607.1982.127","","","","","","1816",""
"1354","P.1607.1982.128","","","","","","1817",""
"1355","P.1607.1982.129","","","","","","1818",""
"1356","P.1607.1982.130","","","","","","1819",""
"1357","P.1607.1982.131","","","","","","1820",""
"1358","P.1607.1982.132","","","","","","1821",""
"1359","P.1607.1982.133","","","","","","1822",""
"1360","P.1607.1982.134","","","","","","1823",""
"1361","P.1607.1982.135","","","","","","1824",""
"1362","P.1607.1983.78","","","","","","1825",""
"1363","P.1607.1983.79","","","","","","1826",""
"1364","P.1607.1983.80","","","","","","1827",""
"1365","P.1607.1983.81","","","","","","1828",""
"1366","P.1607.1983.82","","","","","","1829",""
"1367","P.1607.1983.83","","","","","","1830",""
"1368","P.1607.1983.99","","","","","","1831",""
"1369","P.1607.1984.119","","","","","","1832",""
"1370","P.1607.1984.120","","","","","","1833",""
"1371","P.1607.1984.121","","","","","","1834",""
"1372","P.1607.1984.122","","","","","","1835",""
"1373","P.1607.1984.123","","","","","","1836",""
"1374","P.1607.1984.124","","","","","","1837",""
"1375","P.1607.1984.125","","","","","","1838",""
"1376","P.1607.1984.126","","","","","","1839",""
"1377","P.1607.1984.127","","","","","","1840",""
"1378","P.1607.1984.162","","","","","","1841",""
"1379","P.1607.1984.163","","","","","","1842",""
"1380","P.1607.1985.93","","","","","","1843",""
"1381","P.1607.1985.94","","","","","","1844",""
"1382","P.1607.1985.95","","","","","","1845",""
"1383","P.1607.1985.96","","","","","","1846",""
"1384","P.1607.1985.97","","","","","","1847",""
"1385","P.1607.1985.98","","","","","","1848",""
"1386","P.1607.1985.99","","","","","","1849",""
"1387","P.1607.1985.100","","","","","","1850",""
"1388","P.1607.1985.101","","","","","","1851",""
"1389","P.1607.1985.102","","","","","","1852",""
"1390","P.1607.1985.103","","","","","","1853",""
"1391","P.1607.1985.104","","","","","","1854",""
"1392","P.1607.1985.105","","","","","","1855",""
"1393","P.1607.1985.125","","","","","","1856",""
"1394","P.1607.1986.72","","","","","","1857",""
"1395","P.1607.1986.73","","","","","","1858",""
"1396","P.1607.1986.74","","","","","","1859",""
"1397","P.1607.1986.75","","","","","","1860",""
"1398","P.1607.1986.76","","","","","","1861",""
"1399","P.1607.1987.70","","","","","","1862",""
"1400","P.1607.1987.71","","","","","","1863",""
"1401","P.1607.1987.72","","","","","","1864",""
"1402","P.1607.1987.73","","","","","","1865",""
"1403","P.1607.1987.74","","","","","","1866",""
"1404","P.1607.1987.75","","","","","","1867",""
"1405","P.1607.1987.76","","","","","","1868",""
"1406","P.1607.1987.77","","","","","","1869",""
"1407","P.1607.1987.78","","","","","","1870",""
"1408","P.1607.1987.79","","","","","","1871",""
"1409","P.1607.1987.80","","","","","","1872",""
"1410","P.1607.1988.104","","","","","","1873",""
"1411","P.1607.1988.105","","","","","","1874",""
"1412","P.1607.1988.106","","","","","","1875",""
"1413","P.1607.1988.107","","","","","","1876",""
"1414","P.1607.1988.108","","","","","","1877",""
"1415","P.1607.1988.109","","","","","","1878",""
"1416","P.1607.1988.110","","","","","","1879",""
"1417","P.1607.1988.129","","","","","","1880",""
"1418","P.1607.1988.130","","","","","","1881",""
"1419","P.1607.1989.68","","","","","","1882",""
"1420","P.1607.1989.69","","","","","","1883",""
"1421","P.1607.1989.70","","","","","","1884",""
"1422","P.1607.1989.71","","","","","","1885",""
"1423","P.1607.1989.72","","","","","","1886",""
"1424","P.1607.1989.73","","","","","","1887",""
"1425","P.1607.1989.74","","","","","","1888",""
"1426","P.1607.1989.75","","","","","","1889",""
"1427","P.1607.1989.76","","","","","","1890",""
"1428","P.1607.1989.77","","","","","","1891",""
"1429","P.1607.1989.78","","","","","","1892",""
"1430","P.1607.1989.79","","","","","","1893",""
"1431","P.1607.1989.80","","","","","","1894",""
"1432","P.1607.1989.97","","","","","","1895",""
"1433","P.1607.1989.98","","","","","","1896",""
"1434","P.1607.1989.99","","","","","","1897",""
"1435","P.1607.1990.64","","","","","","1898",""
"1436","P.1607.1990.65","","","","","","1899",""
"1437","P.1607.1990.66","","","","","","1900",""
"1438","P.1607.1990.67","","","","","","1901",""
"1439","P.1607.1990.68","","","","","","1902",""
"1440","P.1607.1990.69","","","","","","1903",""
"1441","P.1607.1990.85","","","","","","1904",""
"1442","P.1607.1990.86","","","","","","1905",""
"1443","P.1607.1991.77","","","","","","1906",""
"1444","P.1607.1991.78","","","","","","1907",""
"1445","P.1607.1991.79","","","","","","1908",""
"1446","P.1607.1991.80","","","","","","1909",""
"1447","P.1607.1991.81","","","","","","1910",""
"1448","P.1607.1991.82","","","","","","1911",""
"1449","P.1607.1991.94","","","","","","1912",""
"1450","P.1607.1992.109","","","","","","1913",""
"1451","P.1607.1992.110","","","","","","1914",""
"1452","P.1607.1992.111","","","","","","1915",""
"1453","P.1607.1992.112","","","","","","1916",""
"1454","P.1607.1992.130","","","","","","1917",""
"1455","P.1607.1992.131","","","","","","1918",""
"1456","P.1607.1992.132","","","","","","1919",""
"1457","P.1607.1992.133","","","","","","1920",""
"1458","P.1607.1992.134","","","","","","1921",""
"1459","P.1607.1992.135","","","","","","1922",""
"1460","P.1607.1992.136","","","","","","1923",""
"1461","P.1607.1993.106","","","","","","1924",""
"1462","P.1607.1993.107","","","","","","1925",""
"1463","P.1607.1993.108","","","","","","1926",""
"1464","P.1607.1993.109","","","","","","1927",""
"1465","P.1607.1993.110","","","","","","1928",""
"1466","P.1607.1993.111","","","","","","1929",""
"1467","P.1607.1993.127","","","","","","1930",""
"1468","P.1607.1993.128","","","","","","1931",""
"1469","P.1607.1993.129","","","","","","1932",""
"1470","P.1607.1993.130","","","","","","1933",""
"1471","P.1607.1993.131","","","","","","1934",""
"1472","P.1607.1993.132","","","","","","1935",""
"1473","P.1607.1993.133","","","","","","1936",""
"1474","P.1607.1993.134","","","","","","1937",""
"1475","P.1607.1993.135","","","","","","1938",""
"1476","P.1607.1993.136","","","","","","1939",""
"1477","P.1607.1993.137","","","","","","1940",""
"1478","P.1607.1993.138","","","","","","1941",""
"1479","P.1607.1993.139","","","","","","1942",""
"1480","P.1607.1994.121","","","","","","1943",""
"1481","P.1607.1994.122","","","","","","1944",""
"1482","P.1607.1994.123","","","","","","1945",""
"1483","P.1607.1994.124","","","","","","1946",""
"1484","P.1607.1994.125","","","","","","1947",""
"1485","P.1607.1994.126","","","","","","1948",""
"1486","P.1607.1994.127","","","","","","1949",""
"1487","P.1607.1994.128","","","","","","1950",""
"1488","P.1607.1994.129","","","","","","1951",""
"1489","P.1607.1994.130","","","","","","1952",""
"1490","P.1607.1994.170","","","","","","1953",""
"1491","P.1607.1994.171","","","","","","1954",""
"1492","P.1607.1994.172","","","","","","1955",""
"1493","P.1607.1994.173","","","","","","1956",""
"1494","P.1607.1994.174","","","","","","1957",""
"1495","P.1607.1994.175","","","","","","1958",""
"1496","P.1607.1994.176","","","","","","1959",""
"1497","P.1607.1994.177","","","","","","1960",""
"1498","P.1607.1994.178","","","","","","1961",""
"1499","P.1607.1994.179","","","","","","1962",""
"1500","P.1607.1994.180","","","","","","1963",""
"1501","P.1607.1994.205","","","","","","1964",""
"1502","P.1607.1994.206","","","","","","1965",""
"1503","P.1607.1994.207","","","","","","1966",""
"1504","P.1607.1995.117","","","","","","1967",""
"1505","P.1607.1995.118","","","","","","1968",""
"1506","P.1607.1995.119","","","","","","1969",""
"1507","P.1607.1995.120","","","","","","1970",""
"1508","P.1607.1995.121","","","","","","1971",""
"1509","P.1607.1995.122","","","","","","1972",""
"1510","P.1607.1995.123","","","","","","1973",""
"1511","P.1607.1995.180","","","","","","1974",""
"1512","P.1607.1995.181","","","","","","1975",""
"1513","P.1607.1995.182","","","","","","1976",""
"1514","P.1607.1995.183","","","","","","1977",""
"1515","P.1607.1995.184","","","","","","1978",""
"1516","P.1607.1995.185","","","","","","1979",""
"1517","P.1607.1995.186","","","","","","1980",""
"1518","P.1607.1995.187","","","","","","1981",""
"1519","P.1607.1995.188","","","","","","1982",""
"1520","P.1607.1995.189","","","","","","1983",""
"1521","P.1607.1995.190","","","","","","1984",""
"1522","P.1607.1995.191","","","","","","1985",""
"1523","P.1607.1995.192","","","","","","1986",""
"1524","P.1607.1996.113","","","","","","1987",""
"1525","P.1607.1996.114","","","","","","1988",""
"1526","P.1607.1996.115","","","","","","1989",""
"1527","P.1607.1996.144","","","","","","1990",""
"1528","P.1607.1996.145","","","","","","1991",""
"1529","P.1607.1996.146","","","","","","1992",""
"1530","P.1607.1996.147","","","","","","1993",""
"1531","P.1607.1996.148","","","","","","1994",""
"1532","P.1607.1996.149","","","","","","1995",""
"1533","P.1607.1996.150","","","","","","1996",""
"1534","P.1607.1996.151","","","","","","1997",""
"1535","P.1607.1996.152","","","","","","1998",""
"1536","P.1607.1996.153","","","","","","1999",""
"1537","P.1607.1996.154","","","","","","2000",""
"1538","P.1607.1996.155","","","","","","2001",""
"1539","P.1607.1996.156","","","","","","2002",""
"1540","P.1607.1996.157","","","","","","2003",""
"1541","P.1607.1996.158","","","","","","504",""
"1542","P.1607.1996.159","","","","","","2004",""
"1543","P.1607.1996.160","","","","","","2005",""
"1544","P.1607.1996.161","","","","","","2006",""
"1545","P.1607.1997.110","","","","","","2007",""
"1546","P.1607.1997.111","","","","","","2008",""
"1547","P.1607.1997.112","","","","","","2009",""
"1548","P.1607.1997.113","","","","","","2010",""
"1549","P.1607.1997.114","","","","","","2011",""
"1550","P.1607.1997.115","","","","","","2012",""
"1551","P.1607.1997.116","","","","","","2013",""
"1552","P.1607.1997.117","","","","","","2014",""
"1553","P.1607.1997.118","","","","","","2015",""
"1554","P.1607.1997.161","","","","","","2016",""
"1555","P.1607.1997.162","","","","","","2017",""
"1556","P.1607.1997.163","","","","","","2018",""
"1557","P.1607.1997.164","","","","","","2019",""
"1558","P.1607.1997.165","","","","","","2020",""
"1559","P.1607.1997.166","","","","","","2021",""
"1560","P.1607.1997.167","","","","","","2022",""
"1561","P.1607.1997.168","","","","","","2023",""
"1562","P.1607.1997.169","","","","","","2024",""
"1563","P.1607.1997.170","","","","","","2025",""
"1564","P.1607.1997.171","","","","","","2026",""
"1565","P.1607.1997.172","","","","","","2027",""
"1566","P.1607.1997.173","","","","","","2028",""
"1567","P.1607.1997.174","","","","","","2029",""
"1568","P.1607.1997.175","","","","","","2030",""
"1569","P.1607.1997.176","","","","","","2031",""
"1570","P.1607.1997.197","","","","","","2032",""
"1571","P.1607.1998.115","","","","","","2033",""
"1572","P.1607.1998.116","","","","","","2034",""
"1573","P.1607.1998.117","","","","","","625",""
"1574","P.1607.1998.158","","","","","","2035",""
"1575","P.1607.1998.159","","","","","","2036",""
"1576","P.1607.1998.160","","","","","","2037",""
"1577","P.1607.1998.161","","","","","","2038",""
"1578","P.1607.1998.162","","","","","","2039",""
"1579","P.1607.1998.163","","","","","","2040",""
"1580","P.1607.1998.164","","","","","","2041",""
"1581","P.1607.1998.165","","","","","","2042",""
"1582","P.1607.1998.166","","","","","","2043",""
