"c_object_ID","NRI","JSG","NZA","ROZ","TZG","NWN","KRG","OPT"
"1948","P.1607.1969.30","","","","","","2406",""
"1949","P.1607.1969.31","","","","","","2407",""
"1950","P.1607.1970.42","","","","","","2408",""
"1951","P.1607.1971.64","","","","","","2409",""
"1952","P.1607.1971.65","","","","","","2410",""
"1953","P.1607.1971.66","","","","","","2411",""
"1954","P.1607.1972.66","","","","","","2412",""
"1955","P.1607.1972.67","","","","","","2413",""
"1956","P.1607.1972.68","","","","","","2414",""
"1957","P.1607.1972.69","","","","","","2415",""
"1958","P.1607.1972.70","","","","","","2416",""
"1959","P.1607.1972.71","","","","","","2417",""
"1960","P.1607.1972.81","","","","","","2418",""
"1961","P.1607.1974.76","","","","","","2419",""
"1962","P.1607.1974.77","","","","","","2420",""
"1963","P.1607.1975.63","","","","","","2421",""
"1964","P.1607.1975.64","","","","","","2422",""
"1965","P.1607.1976.55","","","","","","2423",""
"1966","P.1607.1976.56","","","","","","2424",""
"1967","P.1607.1977.62","","","","","","2425",""
"1968","P.1607.1978.62","","","","","","2426",""
"1969","P.1607.1978.63","","","","","","2427",""
"1970","P.1607.1978.64","","","","","","2428",""
"1971","P.1607.1979.69","","","","","","2429",""
"1972","P.1607.1979.70","","","","","","2430",""
"1973","P.1607.1979.71","","","","","","2431",""
"1974","P.1607.1979.88","","","","","","2432",""
"1975","P.1607.1979.89","","","","","","2433",""
"1976","P.1607.1980.59","","","","","","2434",""
"1977","P.1607.1980.74","","","","","","2435",""
"1978","P.1607.1981.84","","","","","","2436",""
"1979","P.1607.1981.85","","","","","","2437",""
"1980","P.1607.1981.86","","","","","","2438",""
"1981","P.1607.1982.104","","","","","","2439",""
"1982","P.1607.1982.105","","","","","","2440",""
"1983","P.1607.1982.106","","","","","","2441",""
"1984","P.1607.1982.107","","","","","","2442",""
"1985","P.1607.1982.108","","","","","","2443",""
"1986","P.1607.1983.84","","","","","","2444",""
"1987","P.1607.1983.85","","","","","","2445",""
"1988","P.1607.1983.86","","","","","","2446",""
"1989","P.1607.1983.87","","","","","","2447",""
"1990","P.1607.1983.88","","","","","","2448",""
"1991","P.1607.1983.89","","","","","","2449",""
"1992","P.1607.1984.130","","","","","","2450",""
"1993","P.1607.1984.131","","","","","","2451",""
"1994","P.1607.1984.132","","","","","","2452",""
"1995","P.1607.1984.133","","","","","","2453",""
"1996","P.1607.1984.134","","","","","","2454",""
"1997","P.1607.1984.135","","","","","","2455",""
"1998","P.1607.1984.165","","","","","","2456",""
"1999","P.1607.1984.166","","","","","","2457",""
"2000","P.1607.1984.167","","","","","","2458",""
"2001","P.1607.1984.173","","","","","","2459",""
"2002","P.1607.1985.108","","","","","","2460",""
"2003","P.1607.1985.109","","","","","","2461",""
"2004","P.1607.1985.110","","","","","","2462",""
"2005","P.1607.1986.77","","","","","","2463",""
"2006","P.1607.1987.83","","","","","","2464",""
"2007","P.1607.1988.112","","","","","","2465",""
"2008","P.1607.1988.113","","","","","","2466",""
"2009","P.1607.1988.114","","","","","","2467",""
"2010","P.1607.1988.115","","","","","","2468",""
"2011","P.1607.1988.116","","","","","","2469",""
"2012","P.1607.1988.131","","","","","","2470",""
"2013","P.1607.1988.132","","","","","","2471",""
"2014","P.1607.1989.82","","","","","","2472",""
"2015","P.1607.1989.83","","","","","","2473",""
"2016","P.1607.1989.84","","","","","","2474",""
"2017","P.1607.1989.85","","","","","","2475",""
"2018","P.1607.1989.86","","","","","","2476",""
"2019","P.1607.1990.70","","","","","","2477",""
"2020","P.1607.1990.71","","","","","","2478",""
"2021","P.1607.1990.72","","","","","","2479",""
"2022","P.1607.1990.88","","","","","","2302",""
"2023","P.1607.1991.85","","","","","","2480",""
"2024","P.1607.1991.86","","","","","","2481",""
"2025","P.1607.1991.95","","","","","","2482",""
"2026","P.1607.1991.96","","","","","","2483",""
"2027","P.1607.1991.97","","","","","","2484",""
"2028","P.1607.1991.98","","","","","","2485",""
"2029","P.1607.1992.118","","","","","","2486",""
"2030","P.1607.1992.119","","","","","","2487",""
"2031","P.1607.1992.120","","","","","","2488",""
"2032","P.1607.1992.140","","","","","","2489",""
"2033","P.1607.1992.146","","","","","","2490",""
"2034","P.1607.1993.112","","","","","","2491",""
"2035","P.1607.1993.113","","","","","","2492",""
"2036","P.1607.1993.114","","","","","","2493",""
"2037","P.1607.1993.145","","","","","","2494",""
"2038","P.1607.1993.146","","","","","","2495",""
"2039","P.1607.1994.133","","","","","","2496",""
"2040","P.1607.1994.134","","","","","","2497",""
"2041","P.1607.1994.135","","","","","","2498",""
"2042","P.1607.1994.184","","","","","","2499",""
"2043","P.1607.1994.185","","","","","","2500",""
"2044","P.1607.1994.186","","","","","","2501",""
"2045","P.1607.1994.187","","","","","","2502",""
"2046","P.1607.1994.188","","","","","","2503",""
"2047","P.1607.1994.189","","","","","","2504",""
"2048","P.1607.1994.190","","","","","","2505",""
"2049","P.1607.1995.125","","","","","","2506",""
"2050","P.1607.1995.126","","","","","","2507",""
"2051","P.1607.1995.127","","","","","","2508",""
"2052","P.1607.1995.128","","","","","","2509",""
"2053","P.1607.1995.129","","","","","","2510",""
"2054","P.1607.1995.130","","","","","","2511",""
"2055","P.1607.1995.195","","","","","","2512",""
"2056","P.1607.1995.196","","","","","","2513",""
"2057","P.1607.1995.197","","","","","","2514",""
"2058","P.1607.1995.198","","","","","","2515",""
"2059","P.1607.1995.199","","","","","","2516",""
"2060","P.1607.1995.223","","","","","","2517",""
"2061","P.1607.1995.224","","","","","","2518",""
"2062","P.1607.1996.118","","","","","","2519",""
"2063","P.1607.1996.166","","","","","","2520",""
"2064","P.1607.1996.167","","","","","","2521",""
"2065","P.1607.1996.168","","","","","","2522",""
"2066","P.1607.1996.169","","","","","","2523",""
"2067","P.1607.1996.170","","","","","","2524",""
"2068","P.1607.1996.171","","","","","","2525",""
"2069","P.1607.1996.172","","","","","","2526",""
"2070","P.1607.1996.173","","","","","","2527",""
"2071","P.1607.1996.174","","","","","","2528",""
"2072","P.1607.1996.175","","","","","","2529",""
"2073","P.1607.1997.122","","","","","","2530",""
"2074","P.1607.1997.123","","","","","","2531",""
"2075","P.1607.1997.178","","","","","","2532",""
"2076","P.1607.1997.179","","","","","","2533",""
"2077","P.1607.1997.180","","","","","","2534",""
"2078","P.1607.1997.181","","","","","","2535",""
"2079","P.1607.1997.182","","","","","","2536",""
"2080","P.1607.1997.198","","","","","","2537",""
"2081","P.1607.1997.199","","","","","","2538",""
"2082","P.1607.1997.200","","","","","","2539",""
"2083","P.1607.1998.122","","","","","","2540",""
"2084","P.1607.1998.123","","","","","","2541",""
"2085","P.1607.1998.169","","","","","","2542",""
"2086","P.1607.1998.170","","","","","","2543",""
"2087","P.1607.1998.171","","","","","","2544",""
"2088","P.1607.1998.172","","","","","","2545",""
"2089","P.1607.1998.173","","","","","","2546",""
"2090","P.1607.1998.174","","","","","","2547",""
"2091","P.1607.1998.175","","","","","","2548",""
"2092","P.1607.1998.176","","","","","","2549",""
"2093","P.1607.1998.177","","","","","","2550",""
"2094","P.1607.1999.128","","","","","","2551",""
"2095","P.1607.1999.129","","","","","","2552",""
"2096","P.1607.1999.130","","","","","","2553",""
"2097","P.1607.1999.131","","","","","","2554",""
"2098","P.1607.1999.132","","","","","","2555",""
"2099","P.1607.1999.133","","","","","","2556",""
"2100","P.1607.1999.202","","","","","","2557",""
"2101","P.1607.1999.203","","","","","","2558",""
"2102","P.1607.1999.204","","","","","","2559",""
"2103","P.1607.1999.205","","","","","","2560",""
"2104","P.1607.1999.206","","","","","","2561",""
"2105","P.1607.1999.207","","","","","","2562",""
"2106","P.1607.1999.208","","","","","","2563",""
"2107","P.1607.1999.209","","","","","","2564",""
"2108","P.1607.1999.210","","","","","","2565",""
"2109","P.1607.1999.232","","","","","","644",""
"2110","P.1607.2000.267","","","","","","2566",""
"2111","P.1607.2000.268","","","","","","2567",""
"2112","P.1607.2000.344","","","","","","2568",""
"2113","P.1607.2000.345","","","","","","2569",""
"2114","P.1607.2000.346","","","","","","2570",""
"2115","P.1607.2000.347","","","","","","2571",""
"2116","P.1607.2000.348","","","","","","2572",""
"2117","P.1607.2000.349","","","","","","2573",""
"2118","P.1607.2000.350","","","","","","2574",""
"2119","P.1607.2000.351","","","","","","2575",""
"2120","P.1607.2000.352","","","","","","2576",""
"2121","P.1607.2000.353","","","","","","2577",""
"2122","P.1607.2000.354","","","","","","2578",""
"2123","P.1607.2000.355","","","","","","2579",""
"2124","P.1607.2000.356","","","","","","2580",""
"2125","P.1607.2000.357","","","","","","2581",""
"2126","P.1607.2000.358","","","","","","2582",""
"2127","P.1607.2000.359","","","","","","2583",""
"2128","P.1607.2000.360","","","","","","2584",""
"2129","P.1607.2000.361","","","","","","2585",""
"2130","P.1607.2000.362","","","","","","2586",""
"2131","P.1607.2001.243","","","","","","2587",""
"2132","P.1607.2001.244","","","","","","2588",""
"2133","P.1607.2001.245","","","","","","2589",""
"2134","P.1607.2001.246","","","","","","2590",""
"2135","P.1607.2001.321","","","","","","2591",""
"2136","P.1607.2001.322","","","","","","2592",""
"2137","P.1607.2001.323","","","","","","2593",""
"2138","P.1607.2001.324","","","","","","2594",""
"2139","P.1607.2001.325","","","","","","2595",""
"2140","P.1607.2001.326","","","","","","2596",""
"2141","P.1607.2001.327","","","","","","2597",""
"2142","P.1607.2001.328","","","","","","2598",""
"2143","P.1607.2001.329","","","","","","2599",""
"2144","P.1607.2001.330","","","","","","2600",""
"2145","P.1607.2001.331","","","","","","2601",""
"2146","P.1607.2001.332","","","","","","2602",""
"2147","P.1607.2001.333","","","","","","2603",""
"2148","P.1607.2001.334","","","","","","2604",""
"2149","P.1607.2001.335","","","","","","2605",""
"2150","P.1607.2001.336","","","","","","2606",""
"2151","P.1607.2001.337","","","","","","2607",""
"2152","P.1607.2001.338","","","","","","2608",""
"2153","P.1607.2002.232","","","","","","2609",""
"2154","P.1607.2002.233","","","","","","2610",""
"2155","P.1607.2002.234","","","","","","2611",""
"2156","P.1607.2002.235","","","","","","2612",""
"2157","P.1607.2002.311","","","","","","2613",""
"2158","P.1607.2002.312","","","","","","2614",""
"2159","P.1607.2002.313","","","","","","2615",""
"2160","P.1607.2002.314","","","","","","2616",""
"2161","P.1607.2002.315","","","","","","2617",""
"2162","P.1607.2002.347","","","","","","2618",""
"2163","P.1607.2002.348","","","","","","2619",""
"2164","P.1607.2002.349","","","","","","2620",""
"2165","P.1607.2003.178","","","","","","2621",""
"2166","P.1607.2003.179","","","","","","2622",""
"2167","P.1607.2003.180","","","","","","2623",""
"2168","P.1607.2003.181","","","","","","2624",""
"2169","P.1607.2003.182","","","","","","2625",""
"2170","P.1607.2003.183","","","","","","2626",""
"2171","P.1607.2003.184","","","","","","2627",""
"2172","P.1607.2003.249","","","","","","2628",""
"2173","P.1607.2003.250","","","","","","2629",""
"2174","P.1607.2003.251","","","","","","2630",""
"2175","P.1607.2003.252","","","","","","2631",""
"2176","P.1607.2003.280","","","","","","2632",""
"2177","P.1607.2004.242","","","","","","2633",""
"2178","P.1607.2004.243","","","","","","2634",""
"2179","P.1607.2004.309","","","","","","2635",""
"2180","P.1607.2004.310","","","","","","2636",""
"2181","P.1607.2004.311","","","","","","2637",""
"2182","P.1607.2004.312","","","","","","2638",""
"2183","P.1607.2004.313","","","","","","2639",""
"2184","P.1607.2004.314","","","","","","2640",""
"2185","P.1607.2004.315","","","","","","2641",""
"2186","P.1607.2004.316","","","","","","2642",""
"2187","P.1607.2005.250","","","","","","2643",""
"2188","P.1607.2005.251","","","","","","2644",""
"2189","P.1607.2005.252","","","","","","2645",""
"2190","P.1607.2005.253","","","","","","2646",""
"2191","P.1607.2005.305","","","","","","2647",""
"2192","P.1607.2005.306","","","","","","2648",""
"2193","P.1607.2005.307","","","","","","2649",""
"2194","P.1607.2005.308","","","","","","2650",""
"2195","P.1607.2005.309","","","","","","2651",""
"2196","P.1607.2006.277","","","","","","2652",""
"2197","P.1607.2006.278","","","","","","2653",""
"2198","P.1607.2006.279","","","","","","2654",""
"2199","P.1607.2006.362","","","","","","2655",""
"2200","P.1607.2006.363","","","","","","2656",""
"2201","P.1607.2006.364","","","","","","2657",""
"2202","P.1607.2006.365","","","","","","2658",""
"2203","P.1607.2007.331","","","","","","2659",""
"2204","P.1607.2007.332","","","","","","2660",""
"2205","P.1607.2007.333","","","","","","2661",""
"2206","P.1607.2007.354","","","","","","2662",""
"2207","P.1607.2008.454","","","","","","2663",""
"2208","P.1607.1960.30","","","","","","2664",""
"2209","P.1607.1962.12","","","","","","2665",""
"2210","P.1607.1963.53","","","","","","2666",""
"2211","P.1607.1963.54","","","","","","2667",""
"2212","P.1607.1964.45","","","","","","2668",""
"2213","P.1607.1965.56","","","","","","2669",""
"2214","P.1607.1965.57","","","","","","2670",""
"2215","P.1607.1965.58","","","","","","2671",""
"2216","P.1607.1965.59","","","","","","2672",""
"2217","P.1607.1965.60","","","","","","2673",""
"2218","P.1607.1965.61","","","","","","2674",""
"2219","P.1607.1966.63","","","","","","2675",""
"2220","P.1607.1966.64","","","","","","2676",""
"2221","P.1607.1966.65","","","","","","2677",""
"2222","P.1607.1967.47","","","","","","2678",""
"2223","P.1607.1968.37","","","","","","2679",""
"2224","P.1607.1968.38","","","","","","2680",""
"2225","P.1607.1968.39","","","","","","2681",""
"2226","P.1607.1969.32","","","","","","2682",""
"2227","P.1607.1970.43","","","","","","2683",""
"2228","P.1607.1970.44","","","","","","2684",""
"2229","P.1607.1972.72","","","","","","2685",""
"2230","P.1607.1972.73","","","","","","2686",""
"2231","P.1607.1973.75","","","","","","2687",""
"2232","P.1607.1975.65","","","","","","2688",""
"2233","P.1607.1975.66","","","","","","2689",""
"2234","P.1607.1976.57","","","","","","2690",""
"2235","P.1607.1977.63","","","","","","2691",""
"2236","P.1607.1978.65","","","","","","2692",""
"2237","P.1607.1979.72","","","","","","2693",""
"2238","P.1607.1979.73","","","","","","2694",""
"2239","P.1607.1979.74","","","","","","2695",""
"2240","P.1607.1979.75","","","","","","2696",""
"2241","P.1607.1979.90","","","","","","2697",""
"2242","P.1607.1980.60","","","","","","2698",""
"2243","P.1607.1980.75","","","","","","2699",""
"2244","P.1607.1980.76","","","","","","2700",""
"2245","P.1607.1980.77","","","","","","2701",""
"2246","P.1607.1981.87","","","","","","2702",""
"2247","P.1607.1981.88","","","","","","2703",""
"2248","P.1607.1981.89","","","","","","2704",""
"2249","P.1607.1981.90","","","","","","2705",""
"2250","P.1607.1981.91","","","","","","2706",""
"2251","P.1607.1981.92","","","","","","2707",""
"2252","P.1607.1982.109","","","","","","2708",""
"2253","P.1607.1982.110","","","","","","2709",""
"2254","P.1607.1982.111","","","","","","2710",""
"2255","P.1607.1982.112","","","","","","2711",""
"2256","P.1607.1983.90","","","","","","2712",""
"2257","P.1607.1983.91","","","","","","2713",""
"2258","P.1607.1983.92","","","","","","2714",""
"2259","P.1607.1983.93","","","","","","2715",""
"2260","P.1607.1983.94","","","","","","2716",""
"2261","P.1607.1984.136","","","","","","2717",""
"2262","P.1607.1984.137","","","","","","2718",""
"2263","P.1607.1984.138","","","","","","2719",""
"2264","P.1607.1984.139","","","","","","2720",""
"2265","P.1607.1984.140","","","","","","2721",""
"2266","P.1607.1984.141","","","","","","2722",""
"2267","P.1607.1984.142","","","","","","2723",""
"2268","P.1607.1984.168","","","","","","2724",""
"2269","P.1607.1984.169","","","","","","2725",""
"2270","P.1607.1984.170","","","","","","2726",""
"2271","P.1607.1984.171","","","","","","2727",""
"2272","P.1607.1984.172","","","","","","2728",""
"2273","P.1607.1985.111","","","","","","2729",""
"2274","P.1607.1985.112","","","","","","2730",""
"2275","P.1607.1985.113","","","","","","2731",""
"2276","P.1607.1985.114","","","","","","2732",""
"2277","P.1607.1985.115","","","","","","2733",""
"2278","P.1607.1985.126","","","","","","2734",""
"2279","P.1607.1987.84","","","","","","2735",""
"2280","P.1607.1987.85","","","","","","2736",""
"2281","P.1607.1988.117","","","","","","2737",""
"2282","P.1607.1988.118","","","","","","2738",""
"2283","P.1607.1989.87","","","","","","2739",""
"2284","P.1607.1989.100","","","","","","2740",""
"2285","P.1607.1989.101","","","","","","2741",""
"2286","P.1607.1989.102","","","","","","2742",""
"2287","P.1607.1989.103","","","","","","2743",""
"2288","P.1607.1990.73","","","","","","2744",""
"2289","P.1607.1990.74","","","","","","2745",""
"2290","P.1607.1990.75","","","","","","2746",""
"2291","P.1607.1990.76","","","","","","2747",""
"2292","P.1607.1991.87","","","","","","2748",""
"2293","P.1607.1991.88","","","","","","2749",""
"2294","P.1607.1992.141","","","","","","2750",""
"2295","P.1607.1992.142","","","","","","2751",""
"2296","P.1607.1994.136","","","","","","2752",""
"2297","P.1607.1994.137","","","","","","2753",""
"2298","P.1607.1994.138","","","","","","2754",""
"2299","P.1607.1994.139","","","","","","2755",""
"2300","P.1607.1994.191","","","","","","2756",""
"2301","P.1607.1994.192","","","","","","2757",""
"2302","P.1607.1995.131","","","","","","2758",""
"2303","P.1607.1995.132","","","","","","2759",""
"2304","P.1607.1995.133","","","","","","2760",""
"2305","P.1607.1995.134","","","","","","2761",""
"2306","P.1607.1995.135","","","","","","2762",""
"2307","P.1607.1995.136","","","","","","2763",""
"2308","P.1607.1995.137","","","","","","2764",""
"2309","P.1607.1995.138","","","","","","2765",""
"2310","P.1607.1995.200","","","","","","2766",""
"2311","P.1607.1995.201","","","","","","2767",""
"2312","P.1607.1996.119","","","","","","2768",""
"2313","P.1607.1996.176","","","","","","2769",""
"2314","P.1607.1997.183","","","","","","2770",""
"2315","P.1607.1997.184","","","","","","2771",""
"2316","P.1607.1997.185","","","","","","2772",""
"2317","P.1607.1997.186","","","","","","2773",""
"2318","P.1607.1997.201","","","","","","2774",""
"2319","P.1607.1997.202","","","","","","2775",""
"2320","P.1607.1998.178","","","","","","2776",""
"2321","P.1607.1998.179","","","","","","2777",""
"2322","P.1607.1998.180","","","","","","2778",""
"2323","P.1607.1998.181","","","","","","2779",""
"2324","P.1607.1998.182","","","","","","2780",""
"2325","P.1607.1998.183","","","","","","2781",""
"2326","P.1607.1998.184","","","","","","2782",""
"2327","P.1607.1998.185","","","","","","2783",""
"2328","P.1607.1998.186","","","","","","2784",""
"2329","P.1607.1998.202","","","","","","2785",""
"2330","P.1607.1999.134","","","","","","2786",""
"2331","P.1607.1999.135","","","","","","2787",""
"2332","P.1607.1999.211","","","","","","2788",""
"2333","P.1607.1999.212","","","","","","2789",""
"2334","P.1607.1999.213","","","","","","2790",""
"2335","P.1607.2000.363","","","","","","2791",""
"2336","P.1607.2000.364","","","","","","2792",""
"2337","P.1607.2000.365","","","","","","2793",""
"2338","P.1607.2000.366","","","","","","2794",""
"2339","P.1607.2001.247","","","","","","2795",""
"2340","P.1607.2001.339","","","","","","2796",""
"2341","P.1607.2001.340","","","","","","2797",""
"2342","P.1607.2001.363","","","","","","2798",""
"2343","P.1607.2002.236","","","","","","2799",""
"2344","P.1607.2002.237","","","","","","2800",""
"2345","P.1607.2002.316","","","","","","2801",""
"2346","P.1607.2002.317","","","","","","2802",""
"2347","P.1607.2002.318","","","","","","2803",""
"2348","P.1607.2002.319","","","","","","2804",""
"2349","P.1607.2002.320","","","","","","2805",""
"2350","P.1607.2002.321","","","","","","2806",""
"2351","P.1607.2003.185","","","","","","2807",""
"2352","P.1607.2003.253","","","","","","2808",""
"2353","P.1607.2003.254","","","","","","2809",""
"2354","P.1607.2003.255","","","","","","2810",""
"2355","P.1607.2003.256","","","","","","2811",""
"2356","P.1607.2003.281","","","","","","2812",""
"2357","P.1607.2004.244","","","","","","2813",""
"2358","P.1607.2004.245","","","","","","2814",""
"2359","P.1607.2004.246","","","","","","2815",""
"2360","P.1607.2004.317","","","","","","2816",""
"2361","P.1607.2004.318","","","","","","2817",""
"2362","P.1607.2004.319","","","","","","2818",""
"2363","P.1607.2005.254","","","","","","2819",""
"2364","P.1607.2005.255","","","","","","2820",""
"2365","P.1607.2006.280","","","","","","2821",""
"2366","P.1607.2006.281","","","","","","2822",""
"2367","P.1607.2006.282","","","","","","2823",""
"2368","P.1607.2006.283","","","","","","2824",""
"2369","P.1607.2006.366","","","","","","2825",""
"2370","P.1607.2006.367","","","","","","2826",""
"2371","P.1607.2007.334","","","","","","2827",""
"2372","P.1607.2008.439","","","","","","2828",""
"2373","P.1607.2008.455","","","","","","2829",""
"2374","P.1607.2009.392","","","","","","2830",""
"2375","P.1607.2014.1985","","","","","","2831",""
"2376","P.1607.2014.1995","","","","","","2832",""
"2377","P.1607.1960.31","","","","","","2833",""
"2378","P.1607.1963.55","","","","","","2834",""
"2379","P.1607.1963.56","","","","","","2835",""
"2380","P.1607.1965.62","","","","","","2836",""
"2381","P.1607.1966.66","","","","","","2837",""
"2382","P.1607.1966.67","","","","","","2838",""
"2383","P.1607.1967.48","","","","","","2839",""
"2384","P.1607.1967.49","","","","","","2840",""
"2385","P.1607.1969.33","","","","","","2841",""
"2386","P.1607.1970.45","","","","","","2842",""
"2387","P.1607.1970.46","","","","","","2843",""
"2388","P.1607.1970.47","","","","","","2844",""
"2389","P.1607.1970.48","","","","","","2845",""
"2390","P.1607.1970.49","","","","","","2846",""
"2391","P.1607.1970.50","","","","","","2847",""
"2392","P.1607.1970.51","","","","","","2848",""
"2393","P.1607.1971.67","","","","","","2849",""
"2394","P.1607.1971.68","","","","","","2850",""
"2395","P.1607.1972.74","","","","","","2851",""
"2396","P.1607.1972.75","","","","","","2852",""
"2397","P.1607.1972.76","","","","","","2853",""
"2398","P.1607.1972.77","","","","","","2854",""
"2399","P.1607.1972.78","","","","","","2855",""
"2400","P.1607.1973.76","","","","","","2856",""
"2401","P.1607.1973.77","","","","","","2857",""
"2402","P.1607.1973.78","","","","","","2858",""
"2403","P.1607.1974.78","","","","","","2859",""
"2404","P.1607.1974.79","","","","","","2860",""
"2405","P.1607.1974.80","","","","","","2861",""
"2406","P.1607.1974.81","","","","","","2862",""
"2407","P.1607.1974.82","","","","","","2863",""
"2408","P.1607.1974.83","","","","","","2864",""
"2409","P.1607.1974.84","","","","","","2865",""
"2410","P.1607.1975.67","","","","","","2866",""
"2411","P.1607.1975.68","","","","","","2867",""
"2412","P.1607.1975.69","","","","","","2868",""
"2413","P.1607.1975.70","","","","","","2869",""
"2414","P.1607.1975.71","","","","","","2870",""
"2415","P.1607.1975.72","","","","","","2871",""
"2416","P.1607.1976.58","","","","","","2872",""
"2417","P.1607.1977.64","","","","","","2873",""
"2418","P.1607.1978.66","","","","","","2874",""
"2419","P.1607.1978.67","","","","","","1788",""
"2420","P.1607.1978.68","","","","","","2875",""
"2421","P.1607.1979.76","","","","","","2876",""
"2422","P.1607.1979.77","","","","","","2877",""
"2423","P.1607.1979.78","","","","","","2878",""
"2424","P.1607.1980.61","","","","","","2879",""
"2425","P.1607.1981.93","","","","","","2880",""
"2426","P.1607.1981.94","","","","","","2881",""
"2427","P.1607.1981.95","","","","","","2882",""
"2428","P.1607.1981.96","","","","","","2883",""
"2429","P.1607.1982.113","","","","","","2884",""
"2430","P.1607.1982.114","","","","","","2885",""
"2431","P.1607.1982.115","","","","","","2886",""
"2432","P.1607.1983.95","","","","","","2887",""
"2433","P.1607.1983.96","","","","","","2888",""
"2434","P.1607.1983.97","","","","","","2889",""
"2435","P.1607.1984.143","","","","","","2890",""
"2436","P.1607.1984.144","","","","","","2891",""
"2437","P.1607.1984.145","","","","","","2892",""
"2438","P.1607.1985.116","","","","","","2893",""
"2439","P.1607.1985.117","","","","","","2894",""
"2440","P.1607.1985.118","","","","","","2895",""
"2441","P.1607.1985.119","","","","","","2896",""
"2442","P.1607.1985.120","","","","","","2897",""
"2443","P.1607.1985.121","","","","","","2898",""
"2444","P.1607.1985.127","","","","","","2899",""
"2445","P.1607.1986.78","","","","","","2900",""
"2446","P.1607.1986.79","","","","","","2901",""
"2447","P.1607.1988.119","","","","","","2902",""
"2448","P.1607.1988.120","","","","","","2903",""
"2449","P.1607.1988.121","","","","","","2904",""
"2450","P.1607.1988.133","","","","","","2905",""
"2451","P.1607.1989.88","","","","","","2906",""
"2452","P.1607.1989.89","","","","","","2907",""
"2453","P.1607.1990.91","","","","","","2908",""
"2454","P.1607.1991.99","","","","","","2909",""
"2455","P.1607.1991.100","","","","","","2910",""
"2456","P.1607.1992.121","","","","","","2911",""
"2457","P.1607.1992.122","","","","","","2912",""
"2458","P.1607.1992.123","","","","","","2913",""
"2459","P.1607.1992.143","","","","","","2914",""
"2460","P.1607.1992.144","","","","","","2915",""
"2461","P.1607.1992.147","","","","","","2916",""
"2462","P.1607.1993.115","","","","","","2917",""
"2463","P.1607.1993.116","","","","","","2918",""
"2464","P.1607.1993.147","","","","","","2919",""
"2465","P.1607.1993.148","","","","","","2920",""
"2466","P.1607.1993.149","","","","","","2921",""
"2467","P.1607.1994.140","","","","","","2922",""
"2468","P.1607.1994.141","","","","","","2923",""
"2469","P.1607.1994.142","","","","","","2924",""
"2470","P.1607.1994.143","","","","","","2925",""
"2471","P.1607.1994.193","","","","","","2926",""
"2472","P.1607.1994.194","","","","","","2927",""
"2473","P.1607.1994.195","","","","","","2928",""
"2474","P.1607.1995.139","","","","","","2929",""
"2475","P.1607.1995.140","","","","","","2930",""
"2476","P.1607.1995.141","","","","","","2931",""
"2477","P.1607.1995.142","","","","","","2932",""
"2478","P.1607.1995.143","","","","","","2933",""
"2479","P.1607.1995.144","","","","","","2934",""
"2480","P.1607.1995.145","","","","","","2935",""
"2481","P.1607.1995.202","","","","","","2936",""
"2482","P.1607.1995.203","","","","","","2937",""
"2483","P.1607.1995.204","","","","","","2938",""
"2484","P.1607.1995.205","","","","","","2939",""
"2485","P.1607.1995.206","","","","","","2940",""
"2486","P.1607.1995.207","","","","","","2941",""
"2487","P.1607.1995.208","","","","","","2942",""
"2488","P.1607.1995.209","","","","","","2943",""
"2489","P.1607.1995.210","","","","","","2944",""
"2490","P.1607.1995.211","","","","","","2945",""
"2491","P.1607.1995.212","","","","","","2946",""
"2492","P.1607.1996.177","","","","","","2947",""
"2493","P.1607.1996.178","","","","","","2948",""
"2494","P.1607.1996.179","","","","","","2949",""
"2495","P.1607.1996.180","","","","","","2950",""
"2496","P.1607.1996.181","","","","","","2951",""
"2497","P.1607.1996.182","","","","","","2952",""
"2498","P.1607.1997.124","","","","","","2953",""
"2499","P.1607.1997.125","","","","","","2954",""
"2500","P.1607.1997.126","","","","","","2955",""
"2501","P.1607.1997.187","","","","","","2956",""
"2502","P.1607.1997.188","","","","","","2957",""
"2503","P.1607.1997.189","","","","","","2958",""
"2504","P.1607.1997.190","","","","","","2959",""
"2505","P.1607.1997.191","","","","","","2960",""
"2506","P.1607.1997.203","","","","","","2961",""
"2507","P.1607.1997.204","","","","","","2962",""
"2508","P.1607.1998.187","","","","","","2963",""
"2509","P.1607.1998.188","","","","","","2964",""
"2510","P.1607.1998.189","","","","","","2965",""
"2511","P.1607.1998.190","","","","","","2966",""
"2512","P.1607.1998.191","","","","","","2967",""
"2513","P.1607.1998.203","","","","","","2968",""
"2514","P.1607.1999.214","","","","","","2969",""
"2515","P.1607.1999.215","","","","","","2970",""
"2516","P.1607.1999.216","","","","","","2971",""
"2517","P.1607.1999.217","","","","","","2972",""
"2518","P.1607.1999.218","","","","","","2973",""
"2519","P.1607.1999.233","","","","","","2974",""
"2520","P.1607.1999.234","","","","","","2975",""
"2521","P.1607.2000.269","","","","","","2976",""
"2522","P.1607.2000.270","","","","","","2977",""
"2523","P.1607.2000.271","","","","","","2978",""
"2524","P.1607.2000.367","","","","","","2979",""
"2525","P.1607.2000.368","","","","","","2980",""
"2526","P.1607.2000.369","","","","","","2981",""
"2527","P.1607.2000.370","","","","","","2982",""
"2528","P.1607.2000.371","","","","","","2983",""
